LocationName,Species,Time,ImageDate,Year,CoyPresent,FoxPresent,Both,OnlyCoy,OnlyFox,Neither,CRPPrp,RowcropPrp,SGPPrp,TotalEdge,SHDI,LoamyTablePct2k
9,Coyote,0.113,43982.11343,2020,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.124,43978.12462,2020,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.133,43616.13395,2019,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.191,43307.19161,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.192,43307.19245,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.198,43975.19823,2020,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.342,43974.34225,2020,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.378,43294.37878,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.379,43294.37924,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.776,43296.77698,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.874,43316.8748,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.942,43300.94179,2018,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.983,43615.98363,2019,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.985,43615.98483,2019,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.985,43615.98521,2019,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.985,43615.98565,2019,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.986,43615.98611,2019,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
9,Coyote,0.996,43972.99619,2020,1,0,0,1,0,0,0.271261732,0.135057677,0.270401949,183210,1.823664942,0.590658
10,Coyote,0.195,43997.19538,2020,1,0,0,1,0,0,0.006739801,0.634975263,0.093210009,249750,1.486035914,0.912439
10,Coyote,0.736,43285.73655,2018,1,0,0,1,0,0,0.006739801,0.634975263,0.093210009,249750,1.486035914,0.912439
10,Coyote,0.943,43271.94307,2018,1,0,0,1,0,0,0.006739801,0.634975263,0.093210009,249750,1.486035914,0.912439
11,Coyote,0.004,44037.00469,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.027,44026.02737,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.044,43651.04501,2019,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.069,44026.06986,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.145,44042.14568,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.189,44044.1889,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.19,43303.1898,2018,1,1,1,0,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.22,43647.22074,2019,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.225,44041.22522,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.226,44041.22583,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.246,44048.24603,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.3,44030.3005,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.611,44026.61179,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.977,44025.97718,2020,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Coyote,0.999,43667.99878,2019,1,0,0,1,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
11,Swift Fox,0.07,43317.07017,2018,1,1,1,0,0,0,0.08162534,0.586211839,0.119750609,190470,1.570620049,0.584682
12,Coyote,0.036,43983.03648,2020,1,0,0,1,0,0,0.00078853,0.783512545,0.024731183,147030,1.186346892,0.874972
12,Coyote,0.072,44001.07161,2020,1,0,0,1,0,0,0.00078853,0.783512545,0.024731183,147030,1.186346892,0.874972
12,Coyote,0.133,43996.13366,2020,1,0,0,1,0,0,0.00078853,0.783512545,0.024731183,147030,1.186346892,0.874972
12,Coyote,0.942,43990.94223,2020,1,0,0,1,0,0,0.00078853,0.783512545,0.024731183,147030,1.186346892,0.874972
13,Coyote,0.025,44024.02546,2020,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.044,44028.04486,2020,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.061,43306.06117,2018,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.124,43300.12372,2018,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.158,44036.15809,2020,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.226,43318.22582,2018,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.243,43313.24309,2018,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
13,Coyote,0.937,43313.93703,2018,1,0,0,1,0,0,0.000716486,0.1259583,0.611592749,337590,1.490726256,0.247747
14,Coyote,0.033,43976.03391,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.034,43976.03426,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.034,43976.03461,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.069,43982.06907,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.069,43982.06942,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.113,43982.11351,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.217,43976.21752,2020,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.911,43326.9112,2018,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
14,Coyote,0.935,43340.93529,2018,1,0,0,1,0,0,0.014401376,0.03095221,0.241527549,678810,1.980680533,0
15,Coyote,0.028,43669.02914,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.056,43654.0567,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.074,43661.07443,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.089,43342.08955,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.115,43654.11573,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.122,43335.12256,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.147,43341.14755,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.147,43341.14787,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.164,43658.16455,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.165,43671.16495,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.191,43665.19111,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.199,43352.19943,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.199,43352.19976,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.2,43352.20008,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.2,43352.20051,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.208,43666.20877,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.209,43647.20906,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.209,43647.20939,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.211,43660.21177,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.221,43332.22122,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.235,43655.23485,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.253,43653.2531,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.256,43354.25684,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.291,43349.29166,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.885,43338.88493,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.885,43338.88535,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.897,43339.89678,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.899,43338.8995,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.901,43352.90072,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.919,43649.91894,2019,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.921,43348.92101,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.921,43348.92135,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.922,43348.9217,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.922,43333.92249,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.978,43339.97804,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
15,Coyote,0.978,43339.97838,2018,1,0,0,1,0,0,0.001933959,0.54938758,0.206288948,281070,1.587479257,0.52753
16,Coyote,0.081,44044.08101,2020,1,0,0,1,0,0,0,0.768944277,0.021558516,153450,1.164597211,0.943034
16,Coyote,0.211,44036.21174,2020,1,0,0,1,0,0,0,0.768944277,0.021558516,153450,1.164597211,0.943034
16,Coyote,0.235,44049.23495,2020,1,0,0,1,0,0,0,0.768944277,0.021558516,153450,1.164597211,0.943034
16,Coyote,0.865,44039.86471,2020,1,0,0,1,0,0,0,0.768944277,0.021558516,153450,1.164597211,0.943034
16,Coyote,0.954,44038.95431,2020,1,0,0,1,0,0,0,0.768944277,0.021558516,153450,1.164597211,0.943034
16,Coyote,0.96,44034.96054,2020,1,0,0,1,0,0,0,0.768944277,0.021558516,153450,1.164597211,0.943034
17,Coyote,0.33,44076.33003,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.33,44076.33047,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.331,44076.33084,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.331,44076.3316,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.34,44076.34032,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.354,44098.35478,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.355,44098.35514,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.367,44076.36767,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.367,44076.36804,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.394,44071.39495,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.46,44072.46002,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.715,44078.71481,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.874,44072.87466,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.879,43236.87957,2018,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
17,Coyote,0.907,44075.9076,2020,1,0,0,1,0,0,0.151473858,0.104353439,0.074517679,477810,1.994767857,0
18,Coyote,0.981,43246.98089,2018,1,0,0,1,0,0,0.020507672,0.105908504,0.299368995,510090,1.728644105,0
19,Coyote,0.056,44051.05653,2020,1,0,0,1,0,0,0.13778511,0.314015206,0.033926266,276240,1.806901386,0
19,Coyote,0.108,44060.10779,2020,1,0,0,1,0,0,0.13778511,0.314015206,0.033926266,276240,1.806901386,0
19,Coyote,0.745,43235.74553,2018,1,0,0,1,0,0,0.13778511,0.314015206,0.033926266,276240,1.806901386,0
19,Coyote,0.831,43251.831,2018,1,0,0,1,0,0,0.13778511,0.314015206,0.033926266,276240,1.806901386,0
20,Coyote,0.035,43640.0355,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.035,43640.03583,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.036,43640.03616,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.036,43640.03652,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.042,43331.04304,2018,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.044,43666.04392,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.053,43666.05278,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.053,43666.05311,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.053,43666.05353,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.053,43666.05387,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.054,43666.05421,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.054,43666.05455,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.055,43666.05491,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.055,43666.05523,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.058,44032.05789,2020,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.104,43666.1045,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.107,43643.10743,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.151,43659.15159,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.153,43335.15356,2018,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.153,43335.15394,2018,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.157,43666.15747,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.167,43666.16686,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.17,43645.17045,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.175,43643.17542,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.176,43643.17576,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.181,43666.18177,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.199,43655.19922,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.201,43639.20176,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.202,43639.2022,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.256,44037.2561,2020,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.261,44034.26157,2020,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.278,43341.27834,2018,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.278,43341.27906,2018,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.279,43341.27942,2018,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.297,44033.29731,2020,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.303,43660.30297,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.912,43646.91199,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.931,43641.9309,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.933,43642.93311,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.935,43665.93535,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.936,43665.93639,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.937,43665.93688,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.937,43641.93718,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.937,43665.93743,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.938,43665.93823,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.938,43665.93868,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.938,44041.93877,2020,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.939,43665.93926,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.941,43665.94106,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.942,43665.94223,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.952,44017.95209,2020,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
20,Coyote,0.974,43665.97404,2019,1,0,0,1,0,0,0.079079438,0.483008317,0.004660166,251070,1.702589377,0
