Zone,Species,Time,ImageDate,SetVisitDate
31,Coyote,0.104,7/20/2019 2:30,6/21/2019
31,Coyote,0.107,6/27/2019 2:34,6/21/2019
31,Coyote,0.151,7/13/2019 3:38,6/21/2019
31,Coyote,0.153,8/23/2018 3:41,8/14/2018
31,Coyote,0.153,8/23/2018 3:41,8/14/2018
31,Coyote,0.157,7/20/2019 3:46,6/21/2019
31,Coyote,0.167,7/20/2019 4:00,6/21/2019
31,Coyote,0.17,6/29/2019 4:05,6/21/2019
31,Coyote,0.175,6/27/2019 4:12,6/21/2019
31,Coyote,0.176,6/27/2019 4:13,6/21/2019
31,Coyote,0.181,7/20/2019 4:21,6/21/2019
31,Coyote,0.199,7/9/2019 4:46,6/21/2019
31,Coyote,0.201,6/23/2019 4:50,6/21/2019
31,Coyote,0.202,6/23/2019 4:51,6/21/2019
31,Coyote,0.256,7/25/2020 6:08,7/2/2020
31,Coyote,0.261,7/22/2020 6:16,7/2/2020
31,Coyote,0.278,8/29/2018 6:40,8/14/2018
31,Coyote,0.278,8/29/2018 6:41,8/14/2018
31,Coyote,0.279,8/29/2018 6:42,8/14/2018
31,Coyote,0.297,7/21/2020 7:08,7/2/2020
31,Coyote,0.303,7/14/2019 7:16,6/21/2019
31,Coyote,0.912,6/30/2019 21:53,6/21/2019
31,Coyote,0.931,6/25/2019 22:20,6/21/2019
31,Coyote,0.933,6/26/2019 22:23,6/21/2019
31,Coyote,0.935,7/19/2019 22:26,6/21/2019
31,Coyote,0.936,7/19/2019 22:28,6/21/2019
31,Coyote,0.937,7/19/2019 22:29,6/21/2019
31,Coyote,0.937,6/25/2019 22:29,6/21/2019
31,Coyote,0.937,7/19/2019 22:29,6/21/2019
31,Coyote,0.938,7/19/2019 22:31,6/21/2019
31,Coyote,0.938,7/19/2019 22:31,6/21/2019
31,Coyote,0.938,7/29/2020 22:31,7/2/2020
31,Coyote,0.939,7/19/2019 22:32,6/21/2019
31,Coyote,0.941,7/19/2019 22:35,6/21/2019
31,Coyote,0.942,7/19/2019 22:36,6/21/2019
31,Coyote,0.952,7/5/2020 22:51,7/2/2020
31,Coyote,0.974,7/19/2019 23:22,6/21/2019
31,Coyote,0.974,7/19/2019 23:23,6/21/2019
31,Coyote,0.999,6/23/2019 23:58,6/21/2019
31,Coyote,0.999,7/19/2019 23:59,6/21/2019
32,Coyote,0.153,6/22/2018 3:40,6/7/2018
32,Coyote,0.219,9/11/2020 5:16,9/9/2020
32,Coyote,0.528,8/30/2019 12:41,8/30/2019
32,Coyote,0.529,8/30/2019 12:42,8/30/2019
32,Coyote,0.529,8/30/2019 12:42,8/30/2019
32,Coyote,0.53,8/30/2019 12:43,8/30/2019
32,Coyote,0.531,8/30/2019 12:44,8/30/2019
32,Coyote,0.905,9/7/2020 21:43,9/9/2020
32,Coyote,0.926,9/3/2019 22:13,8/30/2019
32,Coyote,0.941,6/20/2018 22:35,6/7/2018
33,Coyote,0.024,8/9/2020 0:34,8/5/2020
33,Coyote,0.074,8/18/2020 1:46,8/5/2020
34,Coyote,0.012,6/21/2020 0:17,5/25/2020
34,Coyote,0.091,5/26/2020 2:11,5/25/2020
34,Coyote,0.221,6/1/2020 5:18,5/25/2020
34,Coyote,0.91,5/26/2020 21:51,5/25/2020
34,Coyote,0.914,5/31/2020 21:56,5/25/2020
34,Coyote,0.922,6/20/2020 22:07,5/25/2020
34,Coyote,0.922,6/20/2020 22:08,5/25/2020
34,Coyote,0.951,6/24/2018 22:50,6/12/2018
34,Coyote,0.966,6/16/2020 23:11,5/25/2020
35,Coyote,0.042,8/19/2020 1:00,8/7/2020
35,Coyote,0.056,6/29/2018 1:21,6/27/2018
35,Coyote,0.077,8/22/2020 1:51,8/7/2020
35,Coyote,0.083,8/19/2020 1:59,8/7/2020
35,Coyote,0.088,8/18/2020 2:07,8/7/2020
35,Coyote,0.09,8/18/2020 2:10,8/7/2020
35,Coyote,0.097,8/19/2020 2:19,8/7/2020
35,Coyote,0.172,8/18/2020 4:07,8/7/2020
35,Coyote,0.172,8/18/2020 4:08,8/7/2020
35,Coyote,0.194,8/8/2020 4:39,8/7/2020
36,Coyote,0.002,9/18/2020 0:03,8/19/2020
36,Coyote,0.012,9/21/2020 0:17,8/19/2020
36,Coyote,0.015,9/21/2020 0:22,8/19/2020
36,Coyote,0.033,8/27/2020 0:47,8/19/2020
36,Coyote,0.038,9/19/2020 0:55,8/19/2020
36,Coyote,0.063,9/6/2020 1:30,8/19/2020
36,Coyote,0.094,8/24/2020 2:16,8/19/2020
36,Coyote,0.115,8/26/2020 2:46,8/19/2020
36,Coyote,0.218,9/6/2020 5:14,8/19/2020
36,Coyote,0.219,9/6/2020 5:16,8/19/2020
36,Coyote,0.818,9/22/2020 19:38,8/19/2020
36,Coyote,0.852,9/24/2020 20:27,8/19/2020
36,Coyote,0.853,9/24/2020 20:28,8/19/2020
36,Coyote,0.856,9/24/2020 20:33,8/19/2020
36,Coyote,0.857,9/24/2020 20:34,8/19/2020
36,Coyote,0.857,9/24/2020 20:34,8/19/2020
36,Coyote,0.858,9/24/2020 20:35,8/19/2020
36,Coyote,0.872,9/24/2020 20:55,8/19/2020
36,Coyote,0.872,9/6/2020 20:56,8/19/2020
36,Coyote,0.878,8/29/2020 21:04,8/19/2020
36,Coyote,0.879,9/3/2020 21:06,8/19/2020
36,Coyote,0.915,9/3/2020 21:58,8/19/2020
36,Coyote,0.919,8/23/2020 22:04,8/19/2020
36,Coyote,0.921,8/23/2020 22:06,8/19/2020
36,Coyote,0.948,9/18/2020 22:45,8/19/2020
36,Coyote,0.958,8/20/2020 22:59,8/19/2020
36,Coyote,0.963,8/31/2020 23:07,8/19/2020
36,Coyote,0.966,9/21/2020 23:11,8/19/2020
36,Coyote,0.973,8/25/2020 23:21,8/19/2020
36,Coyote,0.976,9/15/2020 23:26,8/19/2020
37,Coyote,0.011,9/24/2020 0:16,8/26/2020
37,Coyote,0.044,8/31/2020 1:04,8/26/2020
37,Coyote,0.045,8/31/2020 1:05,8/26/2020
37,Coyote,0.057,9/10/2020 1:22,8/26/2020
37,Coyote,0.872,9/11/2020 20:56,8/26/2020
37,Coyote,0.906,9/9/2019 21:45,8/26/2019
38,Coyote,0.063,7/16/2019 1:30,7/3/2019
38,Coyote,0.098,7/16/2019 2:21,7/3/2019
38,Coyote,0.099,7/16/2019 2:22,7/3/2019
38,Coyote,0.099,7/16/2019 2:23,7/3/2019
38,Coyote,0.218,7/14/2019 5:14,7/3/2019
38,Coyote,0.218,7/14/2019 5:14,7/3/2019
38,Coyote,0.838,7/16/2020 20:07,6/30/2020
38,Coyote,0.839,7/16/2020 20:08,6/30/2020
39,Coyote,0.067,8/4/2019 1:36,7/16/2019
40,Coyote,0.08,8/10/2019 1:55,8/1/2019
40,Coyote,0.951,7/23/2018 22:49,7/4/2018
40,Coyote,0.958,7/23/2018 23:00,7/4/2018
41,Coyote,0.251,5/25/2020 6:01,5/23/2020
41,Coyote,0.349,7/24/2018 8:22,7/9/2018
41,Coyote,0.427,7/26/2018 10:15,7/9/2018
41,Coyote,0.628,7/27/2018 15:05,7/9/2018
41,Coyote,0.727,7/26/2018 17:27,7/9/2018
41,Coyote,0.815,7/26/2018 19:33,7/9/2018
41,Coyote,0.851,6/2/2019 20:25,5/30/2019
41,Coyote,0.851,6/2/2019 20:26,5/30/2019
41,Coyote,0.989,6/22/2019 23:44,5/30/2019
42,Coyote,0.046,6/10/2019 1:06,5/28/2019
42,Coyote,0.051,6/10/2019 1:13,5/28/2019
42,Coyote,0.098,6/17/2020 2:21,5/26/2020
42,Coyote,0.155,6/16/2020 3:43,5/26/2020
42,Coyote,0.206,5/31/2019 4:56,5/28/2019
42,Coyote,0.91,6/4/2019 21:51,5/28/2019
42,Coyote,0.931,6/17/2020 22:20,5/26/2020
42,Coyote,0.944,5/30/2019 22:39,5/28/2019
42,Coyote,0.953,5/30/2019 22:53,5/28/2019
42,Coyote,0.983,6/15/2020 23:36,5/26/2020
42,Coyote,0.983,6/15/2020 23:36,5/26/2020
43,Coyote,0.075,6/15/2018 1:48,5/28/2018
43,Coyote,0.132,6/6/2018 3:10,5/28/2018
43,Coyote,0.974,9/19/2020 23:23,8/23/2020
44,Coyote,0.469,7/31/2018 11:15,7/18/2018
44,Coyote,0.968,7/24/2020 23:14,7/7/2020
44,Coyote,0.969,7/23/2020 23:15,7/7/2020
45,Coyote,0.031,6/6/2019 0:44,5/30/2019
45,Coyote,0.036,6/15/2019 0:52,5/30/2019
45,Coyote,0.092,6/9/2019 2:12,5/30/2019
45,Coyote,0.11,6/5/2019 2:39,5/30/2019
45,Coyote,0.191,6/7/2019 4:35,5/30/2019
45,Coyote,0.235,6/6/2019 5:38,5/30/2019
45,Coyote,0.235,6/4/2019 5:38,5/30/2019
45,Coyote,0.256,6/12/2019 6:09,5/30/2019
45,Coyote,0.31,6/19/2019 7:26,5/30/2019
45,Coyote,0.883,6/16/2019 21:12,5/30/2019
45,Coyote,0.91,6/19/2019 21:51,5/30/2019
45,Coyote,0.921,6/5/2019 22:06,5/30/2019
45,Coyote,0.937,6/10/2019 22:29,5/30/2019
45,Coyote,0.94,6/8/2019 22:33,5/30/2019
45,Coyote,0.974,6/10/2019 23:22,5/30/2019
45,Coyote,0.978,6/18/2019 23:28,5/30/2019
45,Coyote,0.99,6/11/2019 23:45,5/30/2019
46,Coyote,0.007,8/14/2018 0:10,7/17/2018
46,Coyote,0.017,6/16/2020 0:25,5/29/2020
46,Coyote,0.018,6/16/2020 0:26,5/29/2020
46,Coyote,0.076,8/8/2018 1:50,7/17/2018
46,Coyote,0.077,8/8/2018 1:51,7/17/2018
47,Coyote,0.207,8/28/2020 4:58,8/21/2020
47,Coyote,0.211,9/20/2020 5:04,8/21/2020
47,Coyote,0.327,5/29/2018 7:51,5/15/2018
47,Coyote,0.896,9/20/2020 21:30,8/21/2020
47,Coyote,0.902,9/10/2020 21:39,8/21/2020
47,Coyote,0.925,6/3/2018 22:12,5/15/2018
47,Coyote,0.948,9/7/2020 22:45,8/21/2020
47,Coyote,0.96,8/24/2020 23:03,8/21/2020
48,Coyote,0.041,7/20/2020 0:59,7/6/2020
48,Coyote,0.063,7/19/2020 1:31,7/6/2020
48,Coyote,0.069,8/1/2018 1:40,7/17/2018
48,Coyote,0.969,8/2/2018 23:16,7/17/2018
49,Coyote,0.149,5/17/2018 3:34,5/16/2018
49,Coyote,0.317,5/11/2018 7:36,5/16/2018
49,Coyote,0.368,5/11/2018 8:50,5/16/2018
49,Coyote,0.478,5/19/2018 11:28,5/16/2018
49,Coyote,0.51,5/20/2018 12:15,5/16/2018
49,Coyote,0.511,5/20/2018 12:16,5/16/2018
49,Coyote,0.764,5/11/2018 18:20,5/16/2018
49,Coyote,0.943,9/13/2020 22:38,8/17/2020
49,Coyote,0.994,5/13/2018 23:52,5/16/2018
50,Coyote,0.263,9/24/2020 6:19,8/18/2020
50,Coyote,0.264,9/24/2020 6:20,8/18/2020
50,Coyote,0.54,9/11/2020 12:58,8/18/2020
50,Coyote,0.54,9/11/2020 12:58,8/18/2020
51,Coyote,0.15,7/13/2020 3:36,6/30/2020
51,Coyote,0.972,7/7/2018 23:20,7/5/2018
51,Coyote,0.972,7/7/2018 23:20,7/5/2018
52,Coyote,0.304,7/3/2020 7:18,7/1/2020
52,Coyote,0.551,9/1/2018 13:13,8/15/2018
52,Coyote,0.551,9/1/2018 13:13,8/15/2018
52,Coyote,0.551,9/1/2018 13:14,8/15/2018
52,Coyote,0.551,9/1/2018 13:14,8/15/2018
52,Coyote,0.552,9/1/2018 13:15,8/15/2018
52,Coyote,0.569,9/2/2018 13:40,8/15/2018
52,Coyote,0.884,8/21/2018 21:13,8/15/2018
52,Coyote,0.901,7/2/2020 21:38,7/1/2020
52,Coyote,0.902,7/2/2020 21:39,7/1/2020
52,Coyote,0.903,7/2/2020 21:40,7/1/2020
52,Coyote,0.958,7/16/2019 23:00,7/5/2019
53,Coyote,0.11,8/12/2018 2:38,7/19/2018
53,Coyote,0.166,7/13/2020 3:59,7/12/2020
53,Coyote,0.197,8/3/2018 4:43,7/19/2018
53,Coyote,0.963,7/14/2020 23:06,7/12/2020
53,Coyote,0.963,7/14/2020 23:06,7/12/2020
54,Coyote,0.074,7/2/2020 1:46,7/1/2020
54,Coyote,0.074,7/2/2020 1:46,7/1/2020
54,Coyote,0.074,7/2/2020 1:47,7/1/2020
54,Coyote,0.074,7/2/2020 1:47,7/1/2020
54,Coyote,0.099,7/4/2020 2:22,7/1/2020
54,Coyote,0.114,8/28/2018 2:44,8/15/2018
54,Coyote,0.176,7/7/2020 4:13,7/1/2020
54,Coyote,0.222,7/8/2020 5:19,7/1/2020
54,Coyote,0.392,7/2/2020 9:25,7/1/2020
54,Coyote,0.576,9/10/2018 13:50,8/15/2018
55,Coyote,0.04,9/25/2020 0:57,8/17/2020
55,Coyote,0.04,9/25/2020 0:58,8/17/2020
55,Coyote,0.04,9/25/2020 0:58,8/17/2020
55,Coyote,0.041,9/25/2020 0:59,8/17/2020
55,Coyote,0.113,9/22/2020 2:43,8/17/2020
55,Coyote,0.384,5/19/2018 9:13,5/16/2018
55,Coyote,0.619,6/1/2018 14:51,5/16/2018
55,Coyote,0.693,6/4/2018 16:38,5/16/2018
55,Coyote,0.694,6/4/2018 16:39,5/16/2018
55,Coyote,0.694,6/4/2018 16:40,5/16/2018
55,Coyote,0.697,6/4/2018 16:43,5/16/2018
55,Coyote,0.703,5/17/2018 16:53,5/16/2018
56,Coyote,0.022,8/24/2019 0:31,8/7/2019
56,Coyote,0.042,8/24/2019 1:00,8/7/2019
56,Coyote,0.078,8/28/2019 1:53,8/7/2019
56,Coyote,0.082,8/29/2019 1:58,8/7/2019
56,Coyote,0.092,8/25/2019 2:13,8/7/2019
56,Coyote,0.116,8/28/2019 2:47,8/7/2019
56,Coyote,0.131,8/23/2019 3:09,8/7/2019
56,Coyote,0.17,8/23/2019 4:05,8/7/2019
56,Coyote,0.171,8/28/2019 4:06,8/7/2019
56,Coyote,0.221,8/28/2019 5:18,8/7/2019
56,Coyote,0.221,8/28/2019 5:18,8/7/2019
56,Coyote,0.251,8/28/2019 6:01,8/7/2019
56,Coyote,0.265,8/23/2019 6:22,8/7/2019
56,Coyote,0.267,8/24/2019 6:25,8/7/2019
56,Coyote,0.864,8/27/2019 20:44,8/7/2019
56,Coyote,0.87,8/26/2019 20:53,8/7/2019
56,Coyote,0.871,8/25/2019 20:54,8/7/2019
56,Coyote,0.883,8/24/2019 21:12,8/7/2019
56,Coyote,0.887,8/23/2019 21:17,8/7/2019
56,Coyote,0.887,8/23/2019 21:17,8/7/2019
56,Coyote,0.888,8/23/2019 21:18,8/7/2019
56,Coyote,0.888,8/23/2019 21:18,8/7/2019
56,Coyote,0.903,8/26/2019 21:40,8/7/2019
56,Coyote,0.905,8/28/2019 21:43,8/7/2019
56,Coyote,0.917,8/23/2019 22:00,8/7/2019
56,Coyote,0.94,8/28/2019 22:33,8/7/2019
56,Coyote,0.94,8/24/2019 22:34,8/7/2019
56,Coyote,0.942,8/27/2019 22:36,8/7/2019
56,Coyote,0.958,8/26/2019 23:00,8/7/2019
56,Coyote,0.963,8/25/2019 23:06,8/7/2019
56,Coyote,0.963,8/25/2019 23:07,8/7/2019
56,Coyote,0.964,8/25/2019 23:08,8/7/2019
56,Coyote,0.97,8/26/2019 23:17,8/7/2019
56,Coyote,0.994,8/24/2019 23:52,8/7/2019
57,Coyote,0.069,8/30/2018 1:40,8/20/2018
57,Coyote,0.073,6/14/2019 1:45,6/7/2019
57,Coyote,0.094,9/6/2018 2:15,8/20/2018
57,Coyote,0.103,9/1/2018 2:28,8/20/2018
57,Coyote,0.138,8/29/2018 3:18,8/20/2018
57,Coyote,0.138,8/29/2018 3:18,8/20/2018
57,Coyote,0.186,8/27/2018 4:28,8/20/2018
57,Coyote,0.204,9/7/2018 4:54,8/20/2018
57,Coyote,0.276,9/9/2018 6:38,8/20/2018
57,Coyote,0.429,9/4/2018 10:18,8/20/2018
57,Coyote,0.876,8/30/2018 21:02,8/20/2018
57,Coyote,0.881,9/5/2018 21:08,8/20/2018
57,Coyote,0.935,6/11/2019 22:26,6/7/2019
57,Coyote,0.938,8/29/2018 22:31,8/20/2018
58,Coyote,0.166,7/1/2018 3:59,6/28/2018
58,Coyote,0.298,9/2/2019 7:09,8/7/2019
59,Coyote,0.114,5/30/2020 2:44,5/26/2020
59,Coyote,0.758,5/27/2019 18:11,5/24/2019
59,Coyote,0.934,6/5/2020 22:25,5/26/2020
60,Coyote,0.241,9/11/2020 5:47,8/19/2020
60,Coyote,0.353,5/22/2018 8:28,5/17/2018
61,Coyote,0.039,8/3/2018 0:56,7/18/2018
61,Coyote,0.158,8/10/2018 3:47,7/18/2018
61,Coyote,0.18,7/11/2019 4:19,6/24/2019
61,Coyote,0.928,7/20/2018 22:17,7/18/2018
61,Coyote,0.931,7/25/2018 22:21,7/18/2018
62,Coyote,0.601,5/16/2018 14:25,5/15/2018
62,Coyote,0.601,5/16/2018 14:25,5/15/2018
62,Coyote,0.828,9/9/2019 19:53,8/29/2019
63,Coyote,0.067,7/7/2019 1:37,7/5/2019
